

Name,Stage,Stimulus,RotateMode,RotateAxis,RotateDir,Control,Time,X,Z,VelX,VelZ,pitch,roll
test,x,Particle,Fixed,Roll,None,Controller,23.80005,-304.8259,82.3529,0.6561676,-30.06284,30.76,155.57
test,x,Particle,Fixed,Roll,None,Controller,23.90005,-304.7592,79.34435,0.6733044,-30.10007,30.71,155.57
test,x,Particle,Fixed,Roll,None,Controller,24.00006,-304.6914,76.33376,0.6793242,-30.11301,30.71,155.57
test,x,Particle,Fixed,Roll,None,Controller,24.10006,-304.6236,73.32028,0.6771049,-30.14882,30.77,155.53
test,x,Particle,Fixed,Roll,None,Controller,24.20006,-304.5564,70.3034,0.6665217,-30.18191,30.76,155.47
test,x,Particle,Fixed,Roll,None,Controller,24.30006,-304.4908,67.28332,0.6478857,-30.21303,30.75,155.44
test,x,Particle,Fixed,Roll,None,Controller,24.40006,-304.4275,64.26025,0.6215156,-30.24198,30.8,155.38
test,x,Particle,Fixed,Roll,None,Controller,24.50006,-304.3673,61.23442,0.5877284,-30.2689,30.87,155.29
test,x,Particle,Fixed,Roll,None,Controller,24.60006,-304.311,58.20602,0.5468296,-30.29375,30.92,155.27
test,x,Particle,Fixed,Roll,None,Controller,24.70006,-304.2591,55.1777,0.4995294,-30.25445,30.9,155.23
test,x,Particle,Fixed,Roll,None,Controller,24.80006,-304.2122,52.15646,0.4489594,-30.19388,30.9,155.23
test,x,Particle,Fixed,Roll,None,Controller,24.90006,-304.1703,49.14404,0.3996942,-30.10577,30.95,155.17
test,x,Particle,Fixed,Roll,None,Controller,25.00006,-304.133,46.13604,0.3555448,-30.05687,31.05,155.04
test,x,Particle,Fixed,Roll,None,Controller,25.10006,-304.0996,43.13668,0.3204351,-30.00664,31.05,154.87
test,x,Particle,Fixed,Roll,None,Controller,25.20006,-304.0692,40.1334,0.2953387,-30.04779,31.09,154.9
test,x,Particle,Fixed,Roll,None,Controller,25.30006,-304.0407,37.12779,0.2786701,-30.05768,31.11,154.83
test,x,Particle,Fixed,Roll,None,Controller,25.40006,-304.0136,34.12231,0.2670042,-30.05287,31.14,154.77
test,x,Particle,Fixed,Roll,None,Controller,25.50006,-303.9875,31.11728,0.2567838,-30.04893,31.14,154.77
test,x,Particle,Fixed,Roll,None,Controller,25.60006,-303.9625,28.11052,0.2451876,-30.07944,31.16,154.71
test,x,Particle,Fixed,Roll,None,Controller,25.70006,-303.9388,25.10029,0.2313216,-30.11713,31.2,154.55
test,x,Particle,Fixed,Roll,None,Controller,25.80006,-303.9166,22.0864,0.2151962,-30.15211,31.25,154.52
test,x,Particle,Fixed,Roll,None,Controller,25.90006,-303.8961,19.07288,0.196925,-30.12885,31.27,154.42
test,x,Particle,Fixed,Roll,None,Controller,26.00006,-303.8776,16.05928,0.1786073,-30.14933,31.22,154.37
test,x,Particle,Fixed,Roll,None,Controller,26.10006,-303.8607,13.04224,0.1611125,-30.18449,31.25,154.45
test,x,Particle,Fixed,Roll,None,Controller,26.20006,-303.8457,10.02192,0.1440704,-30.2152,31.24,154.55
test,x,Particle,Fixed,Roll,None,Controller,26.30006,-303.8323,6.99867,0.1268087,-30.24391,31.24,154.64
test,x,Particle,Fixed,Roll,None,Controller,26.40006,-303.8207,3.972658,0.1087099,-30.27063,31.24,154.64
test,x,Particle,Fixed,Roll,None,Controller,26.50006,-303.811,0.9440637,0.08925903,-30.29588,31.23,154.84
test,x,Particle,Fixed,Roll,None,Controller,26.60007,-303.8033,-2.086991,0.06807841,-30.32022,31.23,155.06
test,x,Particle,Fixed,Roll,None,Controller,26.70007,-303.7979,-5.117212,0.04596872,-30.24249,31.2,155.16
test,x,Particle,Fixed,Roll,None,Controller,26.80007,-303.7946,-8.137241,0.0244041,-30.2065,31.14,155.29
test,x,Particle,Fixed,Roll,None,Controller,26.90007,-303.7933,-11.15951,0.005890635,-30.23421,31.13,155.3
test,x,Particle,Fixed,Roll,None,Controller,27.00007,-303.7936,-14.18468,-0.008858202,-30.26334,31.16,155.36
test,x,Particle,Fixed,Roll,None,Controller,27.10007,-303.7952,-17.21264,-0.02024138,-30.29016,31.16,155.36
test,x,Particle,Fixed,Roll,None,Controller,27.20007,-303.7978,-20.24303,-0.02900886,-30.31295,31.2,155.38
test,x,Particle,Fixed,Roll,None,Controller,27.30007,-303.8011,-23.27563,-0.03615346,-30.33425,31.19,155.45
test,x,Particle,Fixed,Roll,None,Controller,27.40007,-303.8051,-26.31025,-0.04259582,-30.35398,31.23,155.46
test,x,Particle,Fixed,Roll,None,Controller,27.50007,-303.8098,-29.34683,-0.04912416,-30.37358,31.26,155.5
test,x,Particle,Fixed,Roll,None,Controller,27.60007,-303.8151,-32.38522,-0.05627539,-30.39039,31.31,155.51
test,x,Particle,Fixed,Roll,None,Controller,27.70007,-303.8212,-35.4252,-0.06468846,-30.40586,31.32,155.51
test,x,Particle,Fixed,Roll,None,Controller,27.80007,-303.8283,-38.46561,-0.07467042,-30.39818,31.32,155.51
test,x,Particle,Fixed,Roll,None,Controller,27.90007,-303.8364,-41.50634,-0.08531435,-30.41205,31.35,155.62
test,x,Particle,Fixed,Roll,None,Controller,28.00007,-303.8455,-44.54724,-0.09498482,-30.39068,31.37,155.66
test,x,Particle,Fixed,Roll,None,Controller,28.10007,-303.8554,-47.58723,-0.1024064,-30.4059,31.37,155.63
test,x,Particle,Fixed,Roll,None,Controller,28.20007,-303.8659,-50.62874,-0.1063958,-30.42081,31.42,155.61
test,x,Particle,Fixed,Roll,None,Controller,28.30007,-303.8766,-53.66427,-0.1058055,-30.29771,31.48,155.66
test,x,Particle,Fixed,Roll,None,Controller,28.40007,-303.8868,-56.69395,-0.09850174,-30.30277,31.5,155.61
test,x,Particle,Fixed,Roll,None,Controller,28.50007,-303.8958,-59.72561,-0.08294556,-30.32613,31.5,155.61
test,x,Particle,Fixed,Roll,None,Controller,28.60007,-303.9028,-62.75962,-0.0597087,-30.34914,31.51,155.63
test,x,Particle,Fixed,Roll,None,Controller,28.70007,-303.907,-65.79581,-0.02976282,-30.37042,31.49,155.61
test,x,Particle,Fixed,Roll,None,Controller,28.80007,-303.9079,-68.83351,0.006113306,-30.38469,31.53,155.65
test,x,Particle,Fixed,Roll,None,Controller,28.90007,-303.9049,-71.8731,0.04759182,-30.40309,31.58,155.73
test,x,Particle,Fixed,Roll,None,Controller,29.00007,-303.8974,-74.91444,0.09375799,-30.41998,31.59,155.72
test,x,Particle,Fixed,Roll,None,Controller,29.10007,-303.8851,-77.95708,0.1438158,-30.43094,31.59,155.76
test,x,Particle,Fixed,Roll,None,Controller,29.20008,-303.8676,-80.99899,0.1966634,-30.41057,31.59,155.9
test,x,Particle,Fixed,Roll,None,Controller,29.30008,-303.8445,-84.04069,0.2537152,-30.4212,31.57,155.92
test,x,Particle,Fixed,Roll,None,Controller,29.40008,-303.8156,-87.08198,0.3113995,-30.39516,31.57,155.92
test,x,Particle,Fixed,Roll,None,Controller,29.50008,-303.7812,-90.11255,0.3697158,-30.30675,31.53,155.93
test,x,Particle,Fixed,Roll,None,Controller,29.60008,-303.7402,-93.14449,0.4364603,-30.32613,31.5,155.92
test,x,Particle,Fixed,Roll,None,Controller,29.70008,-303.6924,-96.17729,0.5065784,-30.33215,31.49,155.94
test,x,Particle,Fixed,Roll,None,Controller,29.80008,-303.6374,-99.21033,0.5800043,-30.32614,31.51,156.02
test,x,Particle,Fixed,Roll,None,Controller,29.90008,-303.5749,-102.2424,0.654447,-30.31425,31.56,156.1
test,x,Particle,Fixed,Roll,None,Controller,30.00008,-303.505,-105.2733,0.7270126,-30.29572,31.58,156.13
test,x,Particle,Fixed,Roll,None,Controller,30.10008,-303.4283,-108.3006,0.7941823,-30.25922,31.58,156.13
test,x,Particle,Fixed,Roll,None,Controller,30.20008,-303.3451,-111.3253,0.8550077,-30.24336,31.56,156.19
test,x,Particle,Fixed,Roll,None,Controller,30.30008,-303.2563,-114.3503,0.9078363,-30.25707,31.59,156.2
test,x,Particle,Fixed,Roll,None,Controller,30.40008,-303.1629,-117.3763,0.9492282,-30.23974,31.64,156.15
test,x,Particle,Fixed,Roll,None,Controller,30.50008,-303.0659,-120.4015,0.9843618,-30.26188,31.65,156.12
test,x,Particle,Fixed,Roll,None,Controller,30.60008,-302.9657,-123.4291,1.012525,-30.28557,31.67,156.16
test,x,Particle,Fixed,Roll,None,Controller,30.70008,-302.8634,-126.457,1.030235,-30.21429,31.69,156.1
test,x,Particle,Fixed,Roll,None,Controller,30.80008,-302.7596,-129.4697,1.043924,-30.10873,31.67,156.12
test,x,Particle,Fixed,Roll,None,Controller,30.90008,-302.6543,-132.4824,1.064898,-30.1274,31.67,156.12
test,x,Particle,Fixed,Roll,None,Controller,31.00008,-302.547,-135.4866,1.082755,-29.98186,31.68,156.1
test,x,Particle,Fixed,Roll,None,Controller,31.10008,-302.4378,-138.4705,1.105647,-29.76542,31.65,156.21
test,x,Particle,Fixed,Roll,None,Controller,31.20008,-302.3255,-141.4427,1.149006,-29.67672,31.62,156.29
test,x,Particle,Fixed,Roll,None,Controller,31.30008,-302.2094,-144.4031,1.207665,-29.55127,31.63,156.27
test,x,Particle,Fixed,Roll,None,Controller,31.40008,-302.0853,-147.3582,1.292195,-29.49186,31.6,156.35
test,x,Particle,Fixed,Roll,None,Controller,31.50008,-301.952,-150.3036,1.387616,-29.30441,31.6,156.34
test,x,Particle,Fixed,Roll,None,Controller,31.60008,-301.8101,-153.2263,1.51038,-29.1379,31.61,156.36
test,x,Particle,Fixed,Roll,None,Controller,31.70008,-301.654,-156.136,1.669755,-29.00462,31.61,156.36
test,x,Particle,Fixed,Roll,None,Controller,31.80009,-301.4807,-159.0295,1.851437,-28.81219,31.63,156.38
test,x,Particle,Fixed,Roll,None,Controller,31.90009,-301.2846,-161.9163,2.103264,-28.82631,31.66,156.45
test,x,Particle,Fixed,Roll,None,Controller,32.00008,-301.0647,-164.7944,2.355134,-28.64737,31.68,156.49
test,x,Particle,Fixed,Roll,None,Controller,32.10008,-300.8253,-167.6462,2.638824,-28.43326,31.69,156.5
test,x,Particle,Fixed,Roll,None,Controller,32.20008,-300.5545,-170.4775,2.958201,-28.21581,31.66,156.54
test,x,Particle,Fixed,Roll,None,Controller,32.30008,-300.2417,-173.287,3.307047,-27.97494,31.68,156.56
test,x,Particle,Fixed,Roll,None,Controller,32.40008,-299.8944,-176.0709,3.685138,-27.70328,31.69,156.51
test,x,Particle,Fixed,Roll,None,Controller,32.50008,-299.5066,-178.8346,4.152904,-27.5887,31.69,156.51
test,x,Particle,Fixed,Roll,None,Controller,32.60007,-299.0682,-181.5901,4.678173,-27.49458,31.72,156.46
test,x,Particle,Fixed,Roll,None,Controller,32.70007,-298.5705,-184.3407,5.268548,-27.46748,31.71,156.45
test,x,Particle,Fixed,Roll,None,Controller,32.80007,-298.0055,-187.0896,5.90826,-27.44098,31.74,156.33
test,x,Particle,Fixed,Roll,None,Controller,32.90007,-297.3769,-189.8341,6.570491,-27.38314,31.69,156.31
test,x,Particle,Fixed,Roll,None,Controller,33.00007,-296.6865,-192.5693,7.20908,-27.21731,31.7,156.26
test,x,Particle,Fixed,Roll,None,Controller,33.10007,-295.9328,-195.286,7.865698,-27.04997,31.67,156.32
test,x,Particle,Fixed,Roll,None,Controller,33.20007,-295.1122,-197.9835,8.537627,-26.84483,31.67,156.32
test,x,Particle,Fixed,Roll,None,Controller,33.30006,-294.2213,-200.6628,9.247252,-26.66057,31.68,156.32
test,x,Particle,Fixed,Roll,None,Controller,33.40006,-293.2579,-203.3227,9.967332,-26.45027,31.7,156.27
test,x,Particle,Fixed,Roll,None,Controller,33.50006,-292.2275,-205.9523,10.62875,-26.12283,31.71,156.23
test,x,Particle,Fixed,Roll,None,Controller,33.60006,-291.1266,-208.5536,11.33866,-25.84939,31.72,156.29
test,x,Particle,Fixed,Roll,None,Controller,33.70006,-289.9533,-211.1273,12.068,-25.57936,31.79,156.4
test,x,Particle,Fixed,Roll,None,Controller,33.80006,-288.7094,-213.6705,12.77607,-25.27044,31.79,156.35
test,x,Particle,Fixed,Roll,None,Controller,33.90005,-287.3914,-216.1828,13.49497,-24.96733,31.79,156.35
test,x,Particle,Fixed,Roll,None,Controller,34.00005,-286.0035,-218.6636,14.18344,-24.64191,31.81,156.34
test,x,Particle,Fixed,Roll,None,Controller,34.10005,-284.5459,-221.1099,14.87336,-24.28939,31.86,156.24
test,x,Particle,Fixed,Roll,None,Controller,34.20005,-283.0207,-223.5206,15.54559,-23.92113,31.8,156.21
test,x,Particle,Fixed,Roll,None,Controller,34.30005,-281.4294,-225.8943,16.19351,-23.54335,31.79,156.18
test,x,Particle,Fixed,Roll,None,Controller,34.40005,-279.7719,-228.229,16.82612,-23.15532,31.8,156.12
test,x,Particle,Fixed,Roll,None,Controller,34.50005,-278.0506,-230.5256,17.44887,-22.77231,31.78,156.15
test,x,Particle,Fixed,Roll,None,Controller,34.60004,-276.2685,-232.784,18.0473,-22.39338,31.84,156.12
test,x,Particle,Fixed,Roll,None,Controller,34.70004,-274.4283,-235.0033,18.62171,-22.00153,31.89,156.09
test,x,Particle,Fixed,Roll,None,Controller,34.80004,-272.5403,-237.178,19.02826,-21.48972,31.89,156.09
test,x,Particle,Fixed,Roll,None,Controller,34.90004,-270.6145,-239.3008,19.39585,-20.97186,31.91,155.99
test,x,Particle,Fixed,Roll,None,Controller,35.00004,-268.649,-241.3747,19.80136,-20.49789,31.86,156
test,x,Particle,Fixed,Roll,None,Controller,35.10004,-266.6417,-243.4007,20.20279,-20.01065,31.84,155.93
test,x,Particle,Fixed,Roll,None,Controller,35.20004,-264.5952,-245.3772,20.65875,-19.56129,31.81,155.95
test,x,Particle,Fixed,Roll,None,Controller,35.30003,-262.5017,-247.3091,21.04069,-19.06747,31.84,155.96
test,x,Particle,Fixed,Roll,None,Controller,35.40003,-260.3702,-249.1909,21.50286,-18.60964,31.89,155.92
test,x,Particle,Fixed,Roll,None,Controller,35.50003,-258.1868,-251.03,22.0184,-18.18434,31.89,155.92
test,x,Particle,Fixed,Roll,None,Controller,35.60003,-255.9523,-252.8248,22.52604,-17.73302,31.84,156
test,x,Particle,Fixed,Roll,None,Controller,35.70003,-253.6698,-254.5758,23.00138,-17.279,31.89,155.87
test,x,Particle,Fixed,Roll,None,Controller,35.80003,-251.3412,-256.2806,23.45402,-16.83154,31.89,155.97
test,x,Particle,Fixed,Roll,None,Controller,35.90002,-248.9651,-257.9379,23.90458,-16.35944,31.9,156.03
test,x,Particle,Fixed,Roll,None,Controller,36.00002,-246.545,-259.5473,24.33294,-15.88484,31.92,155.98
test,x,Particle,Fixed,Roll,None,Controller,36.10002,-244.0838,-261.1096,24.73789,-15.41129,31.87,156.12
test,x,Particle,Fixed,Roll,None,Controller,36.20002,-241.5826,-262.6234,25.1244,-14.9272,31.88,156.21
test,x,Particle,Fixed,Roll,None,Controller,36.30002,-239.0445,-264.0888,25.48098,-14.4444,31.88,156.21
test,x,Particle,Fixed,Roll,None,Controller,36.40002,-236.4747,-265.5048,25.77169,-13.93886,31.9,156.25
test,x,Particle,Fixed,Roll,None,Controller,36.50002,-233.8735,-266.8722,26.09122,-13.44682,31.93,156.29
test,x,Particle,Fixed,Roll,None,Controller,36.60001,-231.2444,-268.1911,26.34219,-12.96062,31.93,156.45
test,x,Particle,Fixed,Roll,None,Controller,36.70001,-228.5917,-269.4604,26.56804,-12.48345,31.89,156.44
test,x,Particle,Fixed,Roll,None,Controller,36.80001,-225.9158,-270.6801,26.79322,-11.99118,31.9,156.44
test,x,Particle,Fixed,Roll,None,Controller,36.90001,-223.2234,-271.849,26.91149,-11.46231,31.89,156.55
test,x,Particle,Fixed,Roll,None,Controller,37.00001,-220.5146,-272.9669,27.11597,-10.97118,31.89,156.55
test,x,Particle,Fixed,Roll,None,Controller,37.10001,-217.7856,-274.0347,27.31227,-10.47242,31.88,156.56
test,x,Particle,Fixed,Roll,None,Controller,37.2,-215.0376,-275.0518,27.50426,-9.961977,31.9,156.64
test,x,Particle,Fixed,Roll,None,Controller,37.3,-212.271,-276.0163,27.66921,-9.428839,31.98,156.6
test,x,Particle,Fixed,Roll,None,Controller,37.4,-209.4872,-276.9278,27.86321,-8.890204,31.95,156.65
test,x,Particle,Fixed,Roll,None,Controller,37.5,-206.6826,-277.786,28.09178,-8.360357,31.98,156.64
test,x,Particle,Fixed,Roll,None,Controller,37.6,-203.8542,-278.591,28.3159,-7.836247,31.98,156.64
test,x,Particle,Fixed,Roll,None,Controller,37.7,-201.0039,-279.3409,28.52959,-7.282828,32.01,156.65
test,x,Particle,Fixed,Roll,None,Controller,37.8,-198.1342,-280.036,28.71581,-6.723331,32.01,156.65
test,x,Particle,Fixed,Roll,None,Controller,37.89999,-195.2463,-280.675,28.88214,-6.158731,32.07,156.67
test,x,Particle,Fixed,Roll,None,Controller,37.99999,-192.3572,-281.257,28.82303,-5.586864,32.09,156.6
test,x,Particle,Fixed,Roll,None,Controller,38.09999,-189.4748,-281.7817,28.71689,-5.02671,32.12,156.56
test,x,Particle,Fixed,Roll,None,Controller,38.19999,-186.6025,-282.2483,28.64003,-4.43952,32.17,156.54
test,x,Particle,Fixed,Roll,None,Controller,38.29999,-183.7393,-282.6566,28.54002,-3.846396,32.19,156.44
test,x,Particle,Fixed,Roll,None,Controller,38.39999,-180.8817,-283.0056,28.54584,-3.23441,32.22,156.51
test,x,Particle,Fixed,Roll,None,Controller,38.49998,-178.0123,-283.2932,28.70791,-2.620693,32.22,156.47
test,x,Particle,Fixed,Roll,None,Controller,38.59998,-175.1273,-283.5181,28.85182,-2.003438,32.22,156.47
test,x,Particle,Fixed,Roll,None,Controller,38.69998,-172.2292,-283.6783,28.97503,-1.353459,32.18,156.43
test,x,Particle,Fixed,Roll,None,Controller,38.79998,-169.32,-283.7735,29.07719,-0.6947063,32.17,156.34
test,x,Particle,Fixed,Roll,None,Controller,38.89998,-166.402,-283.803,29.15765,-0.0404412,32.15,156.35
test,x,Particle,Fixed,Roll,None,Controller,38.99998,-163.4786,-283.7669,29.19387,0.6132155,32.15,156.34
test,x,Particle,Fixed,Roll,None,Controller,39.09998,-160.5528,-283.6652,29.21569,1.271061,32.13,156.42
test,x,Particle,Fixed,Roll,None,Controller,39.19997,-157.638,-283.5005,29.00714,1.886189,32.13,156.45
test,x,Particle,Fixed,Roll,None,Controller,39.29997,-154.7492,-283.2763,28.7285,2.48528,32.13,156.45
test,x,Particle,Fixed,Roll,None,Controller,39.39997,-151.8853,-282.9919,28.49431,3.063842,32.14,156.43
test,x,Particle,Fixed,Roll,None,Controller,39.49997,-149.0468,-282.6465,28.25452,3.685392,32.11,156.5
test,x,Particle,Fixed,Roll,None,Controller,39.59997,-146.2192,-282.2345,28.2128,4.383544,32.1,156.51
test,x,Particle,Fixed,Roll,None,Controller,39.69997,-143.398,-281.7528,28.1312,5.079872,32.12,156.53
test,x,Particle,Fixed,Roll,None,Controller,39.79996,-140.5833,-281.1994,28.07604,5.808654,32.16,156.57
test,x,Particle,Fixed,Roll,None,Controller,39.89996,-137.7771,-280.5732,27.97987,6.54531,32.14,156.58
test,x,Particle,Fixed,Roll,None,Controller,39.99996,-134.9799,-279.8726,27.88028,7.299285,32.14,156.58
test,x,Particle,Fixed,Roll,None,Controller,40.09996,-132.1994,-279.1005,27.67206,7.998243,32.17,156.55
test,x,Particle,Fixed,Roll,None,Controller,40.19996,-129.4366,-278.2563,27.52348,8.716912,32.18,156.56
test,x,Particle,Fixed,Roll,None,Controller,40.29996,-126.6894,-277.337,27.35512,9.466111,32.15,156.56
test,x,Particle,Fixed,Roll,None,Controller,40.39996,-123.9604,-276.3434,27.16362,10.20535,32.17,156.53
test,x,Particle,Fixed,Roll,None,Controller,40.49995,-121.2526,-275.2766,26.93973,10.9292,32.19,156.54
test,x,Particle,Fixed,Roll,None,Controller,40.59995,-118.5686,-274.138,26.69492,11.64377,32.19,156.5
test,x,Particle,Fixed,Roll,None,Controller,40.69995,-115.9113,-272.9288,26.41644,12.34561,32.26,156.51
test,x,Particle,Fixed,Roll,None,Controller,40.79995,-113.2826,-271.6509,26.12131,13.02697,32.26,156.5
test,x,Particle,Fixed,Roll,None,Controller,40.89995,-110.6838,-270.3068,25.8149,13.69258,32.26,156.5
test,x,Particle,Fixed,Roll,None,Controller,40.99995,-108.1157,-268.8976,25.50596,14.32674,32.21,156.48
test,x,Particle,Fixed,Roll,None,Controller,41.09995,-105.5788,-267.4262,25.20136,14.92316,32.19,156.51
test,x,Particle,Fixed,Roll,None,Controller,41.19994,-103.0736,-265.8947,24.88722,15.51277,32.23,156.48
test,x,Particle,Fixed,Roll,None,Controller,41.29994,-100.5989,-264.3051,24.58846,16.09491,32.23,156.4
test,x,Particle,Fixed,Roll,None,Controller,41.39994,-98.15997,-262.6646,24.19855,16.55181,32.15,156.51
test,x,Particle,Fixed,Roll,None,Controller,41.49994,-95.75926,-260.9781,23.78719,16.96708,32.15,156.52
test,x,Particle,Fixed,Roll,None,Controller,41.59994,-93.40433,-259.2546,23.35319,17.352,32.15,156.52
test,x,Particle,Fixed,Roll,None,Controller,41.69994,-91.09144,-257.4923,22.93808,17.73584,32.13,156.53
test,x,Particle,Fixed,Roll,None,Controller,41.79993,-88.81837,-255.6895,22.58196,18.19324,32.15,156.68
test,x,Particle,Fixed,Roll,None,Controller,41.89993,-86.57435,-253.8357,22.29626,18.70499,32.16,156.69
test,x,Particle,Fixed,Roll,None,Controller,41.99993,-84.36062,-251.9308,21.99571,19.20278,32.13,156.66
test,x,Particle,Fixed,Roll,None,Controller,42.09993,-82.17858,-249.9762,21.67981,19.69102,32.13,156.64
test,x,Particle,Fixed,Roll,None,Controller,42.19993,-80.02871,-247.9735,21.35891,20.16264,32.11,156.63
test,x,Particle,Fixed,Roll,None,Controller,42.29993,-77.9147,-245.9286,20.95824,20.53838,32.11,156.64
test,x,Particle,Fixed,Roll,None,Controller,42.39993,-75.85052,-243.8602,20.42421,20.71139,32.11,156.64
test,x,Particle,Fixed,Roll,None,Controller,42.49992,-73.83639,-241.7698,19.94879,20.94745,32.12,156.62
test,x,Particle,Fixed,Roll,None,Controller,42.59992,-71.86917,-239.6539,19.472,21.20032,32.11,156.58
test,x,Particle,Fixed,Roll,None,Controller,42.69992,-69.95022,-237.512,18.98797,21.46281,32.16,156.57
test,x,Particle,Fixed,Roll,None,Controller,42.79992,-68.07583,-235.3371,18.59554,21.88301,32.1,156.55
test,x,Particle,Fixed,Roll,None,Controller,42.89992,-66.23853,-233.1151,18.22725,22.34153,32.16,156.55
test,x,Particle,Fixed,Roll,None,Controller,42.99992,-64.4426,-230.8511,17.76648,22.6895,32.16,156.55
test,x,Particle,Fixed,Roll,None,Controller,43.09991,-62.69886,-228.5656,17.2186,22.89027,32.16,156.53
test,x,Particle,Fixed,Roll,None,Controller,43.19991,-61.00866,-226.2591,16.67459,23.11465,32.09,156.54
test,x,Particle,Fixed,Roll,None,Controller,43.29991,-59.37224,-223.9287,16.13962,23.35135,32.14,156.51
test,x,Particle,Fixed,Roll,None,Controller,43.39991,-57.79343,-221.5752,15.59758,23.5841,32.14,156.5
test,x,Particle,Fixed,Roll,None,Controller,43.49991,-56.27178,-219.1987,15.02985,23.82366,32.11,156.42
test,x,Particle,Fixed,Roll,None,Controller,43.59991,-54.80402,-216.7895,14.48925,24.18434,32.1,156.35
test,x,Particle,Fixed,Roll,None,Controller,43.69991,-53.38974,-214.3404,13.95367,24.60619,32.1,156.2
test,x,Particle,Fixed,Roll,None,Controller,43.7999,-52.0314,-211.8503,13.39639,25.01998,32.12,156.14
test,x,Particle,Fixed,Roll,None,Controller,43.8999,-50.73486,-209.3233,12.80215,25.37637,32.16,156.05
test,x,Particle,Fixed,Roll,None,Controller,43.9999,-49.4954,-206.761,12.20981,25.69601,32.16,156.05
test,x,Particle,Fixed,Roll,None,Controller,44.0999,-48.31559,-204.1713,11.60717,25.92602,32.2,156.06
test,x,Particle,Fixed,Roll,None,Controller,44.1999,-47.19708,-201.559,10.99342,26.13551,32.25,156.2
test,x,Particle,Fixed,Roll,None,Controller,44.2999,-46.13892,-198.9267,10.3972,26.34527,32.3,156.27
test,x,Particle,Fixed,Roll,None,Controller,44.39989,-45.13737,-196.2668,9.841016,26.66617,32.37,156.25
test,x,Particle,Fixed,Roll,None,Controller,44.49989,-44.18995,-193.5793,9.302001,26.91181,32.39,156.24
test,x,Particle,Fixed,Roll,None,Controller,44.59989,-43.29591,-190.8727,8.771061,27.07773,32.38,156.33
test,x,Particle,Fixed,Roll,None,Controller,44.69989,-42.45676,-188.154,8.253545,27.25973,32.38,156.33
test,x,Particle,Fixed,Roll,None,Controller,44.79989,-41.66954,-185.4085,7.759326,27.5403,32.4,156.15
test,x,Particle,Fixed,Roll,None,Controller,44.89989,-40.92894,-182.636,7.281704,27.79628,32.33,155.92
test,x,Particle,Fixed,Roll,None,Controller,44.99989,-40.23359,-179.8381,6.810506,28.03008,32.18,155.82
test,x,Particle,Fixed,Roll,None,Controller,45.09988,-39.58621,-177.0221,6.343871,28.20543,32.23,155.75
test,x,Particle,Fixed,Roll,None,Controller,45.19988,-38.98523,-174.1886,5.90166,28.38976,32.24,155.59
test,x,Particle,Fixed,Roll,None,Controller,45.29988,-38.42981,-171.3383,5.47525,28.55718,32.17,155.45
test,x,Particle,Fixed,Roll,None,Controller,45.39988,-37.91726,-168.4725,5.063097,28.71335,32.08,155.26
test,x,Particle,Fixed,Roll,None,Controller,45.49988,-37.4424,-165.5905,4.673802,28.85699,32.08,155.26
test,x,Particle,Fixed,Roll,None,Controller,45.59988,-37.00326,-162.6934,4.309731,28.98565,31.97,155.04
test,x,Particle,Fixed,Roll,None,Controller,45.69987,-36.60077,-159.7834,3.963401,29.1127,31.87,154.68
test,x,Particle,Fixed,Roll,None,Controller,45.79987,-36.2331,-156.8622,3.638654,29.22285,31.72,154.18
test,x,Particle,Fixed,Roll,None,Controller,45.89987,-35.8933,-153.9304,3.339837,29.3183,31.56,154
test,x,Particle,Fixed,Roll,None,Controller,45.99987,-35.5794,-150.9888,3.062702,29.40399,31.46,153.89
test,x,Particle,Fixed,Roll,None,Controller,46.09987,-35.28848,-148.0397,2.807591,29.48211,31.39,153.81
test,x,Particle,Fixed,Roll,None,Controller,46.19987,-35.02364,-145.0853,2.575567,29.55417,31.39,153.81
test,x,Particle,Fixed,Roll,None,Controller,46.29987,-34.7823,-142.1289,2.36461,29.55029,31.34,153.75
test,x,Particle,Fixed,Roll,None,Controller,46.39986,-34.55867,-139.1666,2.170519,29.61924,31.3,153.68
test,x,Particle,Fixed,Roll,None,Controller,46.49986,-34.35251,-136.212,1.990856,29.51612,31.3,153.65
test,x,Particle,Fixed,Roll,None,Controller,46.59986,-34.16456,-133.271,1.818952,29.36585,31.29,153.47
test,x,Particle,Fixed,Roll,None,Controller,46.69986,-33.99306,-130.3445,1.648239,29.21106,31.23,153.3
test,x,Particle,Fixed,Roll,None,Controller,46.79986,-33.83912,-127.4171,1.467252,29.31337,31.21,153.09
test,x,Particle,Fixed,Roll,None,Controller,46.89986,-33.70361,-124.4819,1.282458,29.36791,31.21,152.83
test,x,Particle,Fixed,Roll,None,Controller,46.99986,-33.58669,-121.5415,1.094041,29.41888,31.21,152.83
test,x,Particle,Fixed,Roll,None,Controller,47.09985,-33.48852,-118.5985,0.907178,29.43757,31.18,152.66
test,x,Particle,Fixed,Roll,None,Controller,47.19985,-33.40881,-115.6535,0.7244231,29.45998,31.15,152.51
test,x,Particle,Fixed,Roll,None,Controller,47.29985,-33.3469,-112.7067,0.5500679,29.4737,31.22,152.29
test,x,Particle,Fixed,Roll,None,Controller,47.39985,-33.30178,-109.7586,0.3870316,29.48533,31.22,152.21
